"Gene"	"Disease"	"Inheritance_JS"	"MedicalAction"	"ModifiedInh_JS"	"Source"	"Inheritance_source"	"Gene_ReviewedJS"	"Comments_JS"
"TSC2,LAM"	"Tuberous sclerosis-2, 191100 (3); Lymphangioleiomyomatosis,somatic, 606690 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TSC2"	""
"TSEN2,SEN2,PCH2B"	"Pontocerebellar hypoplasia type 2B, 612389 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TSEN2"	""
"TSEN34,PCH2C,LENG5,SEN34"	"Pontocerebellar hypoplasia type 2C, 612390 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TSEN34"	""
"TSEN54,SEN54,PCH2A,PCH4"	"Pontocerebellar hypoplasia type 2A, 277470 (3); Pontocerebellarhypoplasia type 4, 225753 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TSEN54"	""
"TSFM,COXPD3"	"Combined oxidative phosphorylation deficiency 3, 610505 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TSFM"	""
"TSHR,CHNG1"	"Hypothyroidism, congenital, nongoitrous, 1 275200 (3); Thyroidadenoma, hyperfunctioning, somatic (3); Hyperthyroidism, nonautoimmune, 609152 (3); Thyroid carcinoma with thyrotoxicosis (3); Hyperthyroidism, familialgestational, 603373 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TSHR"	""
"TSPAN12,NET2,EVR5"	"Exudative vitreoretinopathy 5, 613310 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TSPAN12"	""
"TSPYL1,TSPYL,SIDDT"	"Sudden infant death with dysgenesis of the testes syndrome, 608800-3 "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TSPYL1"	""
"TTC8,BBS8,RP51"	"Bardet-Biedl syndrome 8, 209900 (3); Retinitis pigmentosa 51,613464 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TTC8"	""
"TTID,MYOT"	"Muscular dystrophy, limb-girdle, type 1A, 159000 (3); Myotilinopathy,609200 (3); Myopathy, spheroid body, 182920 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"MYOT"	""
"TTN,CMD1G,TMD,LGMD2J,MPRM,HMERF,EOMFC"	"Cardiomyopathy, familial hypertrophic, 9, 188840 (3); Cardiomyopathy,dilated, 1G, 604145 (3); Tibial muscular dystrophy, tardive, 600334 (3); Muscular dystrophy, limb-girdle, type 2J, 608807 (3); Myopathy, proximal,with early respiratory muscle involvement, 603689 (3); Myopathy, early-onset, with fatal cardiomyopathy, 611705 (3)"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TTN"	""
"TTR,PALB"	"Amyloidosis, hereditary, transthyretin-related, 105210 (3);[Dystransthyretinemic hyperthyroxinemia], 145680 (3); Carpal tunnel syndrome, familial, 115430 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TTR"	""
"TUBA1A,TUBA3,LIS3"	"Lissencephaly 3, 611603 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TUBA1A"	""
"TUBA8,TUBAL2"	"Polymicrogyria with optic nerve hypoplasia, 613180 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TUBA8"	""
"TUBB1"	"Macrothrombocytopenia, autosomal dominant, TUBB1-related, 613112 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TUBB1"	""
"TUBB2B"	"Polymicrogyria, asymmetric, 610031 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TUBB2B"	""
"TUBB3,CFEOM3A"	"Fibrosis of extraocular muscles, congenital, 3A, 600638 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TUBB3"	""
"TUFM,EFTU,COXPD4"	"Combined oxidative phosphorylation deficiency 4, 610678 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TUFM"	""
"TULP1,RP14"	"Retinitis pigmentosa-14, 600132 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TULP1"	""
"TUSC3,M33,D8S1992,MRT7"	"Mental retardation, autosomal recessive 7, 611093 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TUSC3"	""
"TWIST1,ACS3,SCS,CRS1"	"Saethre-Chotzen syndrome, 101400 (3); Saethre-Chotzen syndrome witheyelid anomalies, 101400 (3); Craniosynostosis, type 1, 123100 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TWIST1"	""
"TXNDC3,SPTRX2,CILD6"	"Ciliary dyskinesia, primary, 6, 610852 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"NME8"	""
"TYK2"	"Tyrosine kinase 2 deficiency, 611521 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TYK2"	""
"TYMP,ECGF1,MNGIE,PDECGF,MEDPS1,MTDPS1"	"Mitochondrial DNA depletion syndrome 1 (MNGIE type), 603041 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TYMP"	""
"TYR,SHEP3,CMM8"	"Albinism, oculocutaneous, type IA, 203100 (3); Waardenburgsyndrome/albinism, digenic, 103470 (3); Albinism, oculocutaneous, type IB, 606952 (3); [Skin/hair/eye pigmentation 3, freckling], 601800 (3);{Melanoma, cutaneous malignant, susceptibility to, 8}, 601800 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TYR"	""
"TYROBP,PLOSL,DAP12"	"Nasu-Hakola disease, 221770 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TYROBP"	""
"TYRP1,CAS2,GP75"	"Albinism, oculocutaneous, type III, 203290 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TYRP1"	""
"UBE1,GXP1,A1ST,SMAX2,AMCX1,UBA1"	"Spinal muscular atrophy, X-linked 2, infantile, 301830 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"UBA1"	""
"UBE2A,RAD6A"	"Mental retardation, X-linked syndromic (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"UBE2A"	""
"UBE3A,ANCR"	"Angelman syndrome, 105830 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UBE3A"	""
"UBIAD1,TERE1,SCCD"	"Corneal dystrophy, crystalline, of Schnyder, 121800 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UBIAD1"	""
"UBR1,JBS"	"Johanson-Blizzard syndrome, 243800 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UBR1,JBS"	""
"UGT1A1,UGT1,GNT1,BILIQTL1"	"Crigler-Najjar syndrome, type I, 218800 (3); [Gilbert syndrome],143500 (3); Crigler-Najjar syndrome, type II, 606785 (3); Hyperbilirubinemia, familial transcient neonatal, 237900 (3); [Bilirubin, serumlevel of, QTL1], 601816 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UGT1A1"	""
"UMOD,HNFJ1,FJHN,MCKD2,ADMCKD2"	"Hyperuricemic nephropathy, familial juvenile 1, 162000 (3);Medullary cystic kidney disease 2, 603860 (3); Glomerulocystic kidney disease with hyperuricemia and isosthenuria, 609886 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UMOD"	""
"UMPS,OPRT"	"Oroticaciduria (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UMPS"	""
"UNC119,HRG4"	"Cone-rod dystrophy (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UNC119"	""
"UNC13D,MUNC13-4,HPLH3,HLH3"	"Hemophagocytic lymphohistiocytosis, familial, 3, 608898 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UNC13D"	""
"UNG,DGU,HIGM4"	"Immunodeficiency with hyper IgM, type 4, 608106 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UNG"	""
"UPB1,BUP1"	"Beta-ureidopropionase deficiency, 613161 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UPB1"	""
"UPF3B,RENT3B,MRXS14"	"Mental retardation, X-linked, syndromic 14, 300676 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"UPF3B"	""
"UPK3A,UPK3,UPIII"	"Renal adysplasia, 191830 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UPK3A"	""
"UQCRB,UQBP,QPC"	"Mitochondrial complex III deficiency, 124000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UQCRB"	""
"UQCRQ,QPC"	"Mitochondrial complex III deficiency, 124000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UQCRQ"	""
"UROC1"	"Urocanase deficiency, 276880 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UROC1"	""
"UROD"	"Porphyria cutanea tarda, 176100 (3); Porphyria, hepatoerythropoietic,176100 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"UROD"	""
"UROS"	"Porphyria, congenital erythropoietic, 263700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"UROS"	""
"USH1C,DFNB18"	"Usher syndrome, type 1C, 276904 (3); Deafness, autosomal recessive18, 602092 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"USH1C"	""
"USH2A,RP39"	"Usher syndrome, type 2A, 276901 (3); Retinitis pigmentosa-39, 268000-3 "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"USH2A"	""
"USP9Y,DFFRY"	"Azoospermia, 415000 (3)  "	"Y"	""	"0"	"Berg.et.al.2013"	"Y"	"USP9Y"	""
"VANGL1,STBM2"	"Caudal regression syndrome, 600145 (3); Neural tube defects, 182940-3 "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VANGL1"	""
"VCAN,CSPG2,WGN,WGN1,ERVR"	"Wagner syndrome 1, 143200 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VCAN"	""
"VCL,CMD1W,CMH15"	"Cardiomyopathy, dilated, 1W, 611407 (3); Cardiomyopathy, familialhypertrophic, 15, 613255 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VCL"	""
"VCP,IBMPFD"	"Inclusion body myopathy with early-onset Paget disease andfrontotemporal dementia, 167320 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VCP"	""
"VDR"	"Rickets, vitamin D-resistant, type IIA, 277440 (3);?Osteoporosis, involutional, 166710 (1)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"VDR"	""
"VIM"	"Cataract, pulverulent, autosomal dominant (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VIM"	""
"VIPAR,SPE39,C14orf133"	"Arthrogryposis, renal dysfunction, and cholestasis 2, 613404 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"VIPAS39"	""
"VLDLR,CARMQ1"	"Cerebellar hypoplasia and mental retardation with or withoutquadrupedal locomotion 1, 224050 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"VLDLR"	""
"VPS13A,CHAC"	"Choreoacanthocytosis, 200150 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"VPS13A"	""
"VPS33B"	"Arthrogryposis, renal dysfunction, and cholestasis 1, 208085 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"VPS33B"	""
"VRK1,PCH1"	"Pontocerebellar hypoplasia type 1, 607596 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"VRK1"	""
"VSX1,RINX,PPCD,PPD,KTCN"	"Keratoconus, 148300 (3); Corneal dystrophy, hereditary polymorphousposterior, 122000 (3); Craniofacial anomalies, empty sella turcica, corneal endothelial changes, and abnormal retinal and auditory bipolar cells (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VSX1"	""
"VWF,F8VWF"	"von Willebrand disease, type 2A, 2B, 2M, and 2N, 613554 (3);  vonWillebrand disease, type 1, 193400 (3); von Willibrand disease, type 3, 277480 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"VWF"	""
"WAS,IMD2,THC1"	"Wiskott-Aldrich syndrome, 301000 (3);Thrombocytopenia, X-linked, 313900 (3); Neutropenia, severe congenital, X-linked, 300299 (3); Thrombocytopenia,X-linked, intermittent, 313900 (3) "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"WAS"	""
"WDR35,NAOFEN,KIAA1336,CED2"	"Cranioectodermal dysplasia 2, 613610 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WDR35"	""
"WDR36,TAWDRP,GLC1G"	"Glaucoma 1, open angle, G, 609887 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"WDR36"	""
"WDR62,C19orf14"	"Microcephaly, cortical malformations, and mental retardation,600176 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WDR62"	""
"WDR72,AI2A3"	"Amelogenesis imperfecta, hypomaturation type, IIA3, 613211 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WDR72"	""
"WFS1,WFRS,WFS,DFNA6,DFNA14,DFNA38"	"Wolfram syndrome, 222300 (3); Deafness, autosomal dominant 6/14/38,600965 (3); Wolfram-like syndrome, autosomal dominant, 222300 (3); {Diabetes mellitus, noninsulin-dependent, association with}, 125853 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"WFS1"	""
"WHRN,CIP98,KIAA1526,DFNB31,USH2D"	"Deafness, autosomal recessive 31, 607084 (3); Usher syndrome, typeIID, 611383 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DFNB31"	""
"WISP3,PPAC,PPD"	"Arthropathy, progressive pseudorheumatoid, of childhood, 208230 (3);Spondyloepiphyseal dysplasia tarda with progressive arthropathy, 208230 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WISP3"	""
"WNK1,PRKWNK1,KDP,PHA2C,HSAN2"	"Pseudohypoaldosteronism, type IIC, 145260 (3); Neuropathy,hereditary sensory and autonomic, type II, 201300 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"WNK1"	""
"WNK4,PRKWNK4,PHA2B"	"Pseudohypoaldosteronism type II, 145260 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"WNK4"	""
"WNT10A,SSPS"	"Odontoonychodermal dysplasia, 257980 (3); Schopf-Schulz-Passargesyndrome, 224750 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WNT10A"	""
"WNT10B,SHFM6"	"Split-hand/foot malformation 6, 225300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WNT10B"	""
"WNT3,INT4"	"Tetra-amelia, autosomal recessive, 273395 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WNT3"	""
"WNT4,SERKAL"	"SERKAL syndrome, 611812 (3); Mullerian aplasia and hyperandrogenism,158330 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"WNT4"	""
"WNT7A"	"Ulna and fibula, absence of, with sever limb deficiency, 276820 (3);Fuhrmann syndrome, 228930 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"WNT7A"	""
"WT1,NPHS4"	"Wilms tumor, type 1, 194070 (3); Denys-Drash syndrome, 194080 (3);Nephrotic syndrome, type 4, 256370 (3); Frasier syndrome, 136680 (3); Meacham syndrome, 608978 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"WT1"	""
"XDH"	"Xanthinuria, type I, 278300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"XDH"	""
"XIAP,BIRC4,API3,XLP2"	"Lymphoproliferative syndrome, X-linked, 2, 300635 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"XIAP"	""
"XK"	"McLeod syndrome (3); McLeod syndrome with neuroacanthosis (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"XK"	""
"XPA,XPAC"	"Xeroderma pigmentosum, group A, 278700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"XPA"	""
"XPC,XPCC"	"Xeroderma pigmentosum, group C, 278720 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"XPC"	""
"XPNPEP3,APP3,NPHPL1"	"Nephronophthisis-like nephropathy 1, 613159 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"XPNPEP3"	""
"XRCC9,FANCG"	"Fanconi anemia, complementation group G (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"FANCG"	""
"YARS,CMTDIC,TYRRS,YTS,YRS"	"Charcot-Marie-Tooth disease, dominant intermediate C, 608323 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"YARS"	""
"YARS2,TYRRS,MLASA2"	"Myopathy, lactic acidosis, and sideroblastic anemia 2, 613561 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"YARS2"	""
"ZAP70,SRK,STD"	"Selective T-cell defect (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ZAP70"	""
"ZDHHC9,DHHC9,MRXSZ"	"Mental retardation, X-linked, ZDHHC9-related, 300799 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ZDHHC9"	""
"ZEB1,TCF8,NIL2A,PPCD3,FECD6"	"Corneal dystrophy, posterior polymorphous, 3, 609141 (3); Cornealdystrophy, Fuchs endothelial, 6, 613270 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ZEB1"	""
"ZEB2,ZFHX1B,SMADIP1"	"Mowat-Wilson syndrome, 235730 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ZEB2"	""
"ZFP57,TNDM1"	"Diabetes mellitus, transient neonatal, 1, 601410 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ZFP57"	""
"ZFPM2,FOG2,DIH3"	"Tetralogy of Fallot, 187500 (3); Diaphragmatic hernia 3, 610187 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ZFPM2"	""
"ZFYVE26,KIAA0321,SPG15"	"Spastic paraplegia 15, 270700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ZFYVE26"	""
"ZFYVE27,SPG33"	"Spastic paraplegia 33, 610244 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ZFYVE27"	""
"ZIC2,HPE5"	"Holoprosencephaly-5, 609637 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ZIC2"	""
"ZIC3,HTX1,HTX"	"Heterotaxy, visceral, 1, X-linked 306955 (3); Congenital heartdefects, nonsyndromic, 1, X-linked, 306955 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ZIC3"	""
"ZMPSTE24,FACE1,STE24,MADB"	"Mandibuloacral dysplasia with type B lipodystrophy, 608612 (3);Restrictive dermopathy, lethal, 275210 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ZMPSTE24"	""
"ZNF41,MRX89"	"Mental retardation, X-linked-89 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ZNF41"	""
"ZNF469,KIAA1858,BCS"	"Brittle cornea syndrome, 229200 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ZNF469"	""
"ZNF513,RP58"	"Retinitis pigmentosa 58, 613617 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ZNF513"	""
"ZNF674,MRX92"	"Mental retardation, X-linked-92 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ZNF674"	""
"ZNF750,FLJ13841"	"Seborrhea-like dermatitis with psoriasiform elements, 610227 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"ZNF750"	""
"ZNF81,MRX45"	"Mental retardation, X-linked 45, 300498 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"ZNF81"	""
"ZNF9,CNBP1,DM2,PROMM,CNBP"	"Myotonic dystrophy, type 2, 602668 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"CNBP"	""
"CRH"	"117426|Nocturnal Frontal Lobe Epilepsy, Autosomal Dominant|CRH|adnfle"	""	""	"0"	"GeneReviews"	""	"CRH"	""
"FASLG"	"261638|Autoimmune Lymphoproliferative Syndrome|FASLG|alps"	""	""	"0"	"GeneReviews"	""	"FASLG"	""
"PFN1"	"229174|Amyotrophic Lateral Sclerosis|PFN1|als-overview"	""	""	"0"	"GeneReviews"	""	"PFN1"	""
"UBQLN2"	"229174|Amyotrophic Lateral Sclerosis|UBQLN2|als-overview"	""	""	"0"	"GeneReviews"	""	"UBQLN2"	""
"VAX1"	"24725|Anophthalmia/Microphthalmia|VAX1|anophthalmia-ov"	""	""	"0"	"GeneReviews"	""	"VAX1"	""
"HBZ"	"2014|Alpha-Thalassemia|HBZ|a-thal"	""	""	"0"	"GeneReviews"	""	"HBZ"	""
"NLGN3"	"198890|Autism Spectrum Disorders|NLGN3|autism-overview"	""	""	"0"	"GeneReviews"	""	"NLGN3"	""
"NLGN4X"	"198890|Autism Spectrum Disorders|NLGN4X|autism-overview"	""	""	"0"	"GeneReviews"	""	"NLGN4X"	""
"PTCHD1"	"198890|Autism Spectrum Disorders|PTCHD1|autism-overview"	""	""	"0"	"GeneReviews"	""	"PTCHD1"	""
"RPL10"	"198890|Autism Spectrum Disorders|RPL10|autism-overview"	""	""	"0"	"GeneReviews"	""	"RPL10"	""
"SHANK2"	"198890|Autism Spectrum Disorders|SHANK2|autism-overview"	""	""	"0"	"GeneReviews"	""	"SHANK2"	""
"SNRPN"	"198890|Autism Spectrum Disorders|SNRPN|autism-overview"	""	""	"0"	"GeneReviews"	""	"SNRPN"	""
"SDCCAG8"	"2662|Bardet-Biedl Syndrome|SDCCAG8|bbs"	""	""	"0"	"GeneReviews"	""	"SDCCAG8"	""
"WDPCP"	"2662|Bardet-Biedl Syndrome|WDPCP|bbs"	""	""	"0"	"GeneReviews"	""	"WDPCP"	""
"PDGFRB"	"89886|Familial Idiopathic Basal Ganglia Calcification|PDGFRB|bgc"	""	""	"0"	"GeneReviews"	""	"PDGFRB"	""
"SLC20A2"	"89886|Familial Idiopathic Basal Ganglia Calcification|SLC20A2|bgc"	""	""	"0"	"GeneReviews"	""	"SLC20A2"	""
"IGF2"	"2905|Beckwith-Wiedemann Syndrome|IGF2|bws"	""	""	"0"	"GeneReviews"	""	"IGF2"	""
"HTRA1"	"318903|CARASIL|HTRA1|carasil"	""	""	"0"	"GeneReviews"	""	"HTRA1"	""
"CATSPER2"	"318950|CATSPER-Related Male Infertility|CATSPER2|catsper-mi"	""	""	"0"	"GeneReviews"	""	"CATSPER2"	""
"ABCD4"	"296703|Disorders of Intracellular Cobalamin Metabolism|ABCD4|cbl"	""	""	"0"	"GeneReviews"	""	"ABCD4"	""
"ALG13"	"16779|Congenital Disorders of Glycosylation|ALG13|cdg"	""	""	"0"	"GeneReviews"	""	"ALG13"	""
"COG6"	"16779|Congenital Disorders of Glycosylation|COG6|cdg"	""	""	"0"	"GeneReviews"	""	"COG6"	""
"DDOST"	"16779|Congenital Disorders of Glycosylation|DDOST|cdg"	""	""	"0"	"GeneReviews"	""	"DDOST"	""
"TMEM165"	"16779|Congenital Disorders of Glycosylation|TMEM165|cdg"	""	""	"0"	"GeneReviews"	""	"TMEM165"	""
"HDAC8"	"14479|Cornelia de Lange Syndrome|HDAC8|cdls"	""	""	"0"	"GeneReviews"	""	"HDAC8"	""
"RAD21"	"14479|Cornelia de Lange Syndrome|RAD21|cdls"	""	""	"0"	"GeneReviews"	""	"RAD21"	""
"CEBPA"	"318842|Familial Acute Myeloid Leukemia (AML) with Mutated CEBPA|CEBPA|cebpa-aml"	""	""	"0"	"GeneReviews"	""	"CEBPA"	""
"HLA-DQA1"	"276987|Celiac Disease|HLA-DQA1|celiac"	""	""	"0"	"GeneReviews"	""	"HLA-DQA1"	""
"HLA-DQB1"	"276987|Celiac Disease|HLA-DQB1|celiac"	""	""	"0"	"GeneReviews"	""	"HLA-DQB1"	""
"KRAS"	"264929|Cardiofaciocutaneous Syndrome|KRAS|cfc"	""	""	"0"	"GeneReviews"	""	"KRAS"	""
"NCF4"	"320014|Chronic Granulomatous Disease|NCF4|cgd"	""	""	"0"	"GeneReviews"	""	"NCF4"	""
"CHKB"	"56347|Congenital Muscular Dystrophy|CHKB|cmd-overview"	""	""	"0"	"GeneReviews"	""	"CHKB"	""
"GTDC2"	"56347|Congenital Muscular Dystrophy|GTDC2|cmd-overview"	""	""	"0"	"GeneReviews"	""	"GTDC2"	""
"ISPD"	"56347|Congenital Muscular Dystrophy|ISPD|cmd-overview"	""	""	"0"	"GeneReviews"	""	"ISPD"	""
"GFPT1"	"206625|Congenital Myasthenic Syndromes|GFPT1|cms"	""	""	"0"	"GeneReviews"	""	"GFPT1"	""
"AARS"	"16225|Charcot-Marie-Tooth Neuropathy Type 2|AARS|cmt2"	""	""	"0"	"GeneReviews"	""	"AARS"	""
"DYNC1H1"	"16225|Charcot-Marie-Tooth Neuropathy Type 2|DYNC1H1|cmt2"	""	""	"0"	"GeneReviews"	""	"DYNC1H1"	""
"LRSAM1"	"16225|Charcot-Marie-Tooth Neuropathy Type 2|LRSAM1|cmt2"	""	""	"0"	"GeneReviews"	""	"LRSAM1"	""
"CR2"	"251549|Common Variable Immune Deficiency|CR2|cvid"	""	""	"0"	"GeneReviews"	""	"CR2"	""
"CALM1"	"62550|Catecholaminergic Polymorphic Ventricular Tachycardia|CALM1|cvt"	""	""	"0"	"GeneReviews"	""	"CALM1"	""
"TRDN"	"62550|Catecholaminergic Polymorphic Ventricular Tachycardia|TRDN|cvt"	""	""	"0"	"GeneReviews"	""	"TRDN"	""
"ANKRD1"	"22252|Dilated Cardiomyopathy|ANKRD1|dcm-ov"	""	""	"0"	"GeneReviews"	""	"ANKRD1"	""
"WRAP53"	"3137|Dyskeratosis Congenita|WRAP53|dkc"	""	""	"0"	"GeneReviews"	""	"WRAP53"	""
"HYMAI"	"73970|Diabetes Mellitus, 6q24-Related Transient Neonatal|HYMAI|dmtn"	""	""	"0"	"GeneReviews"	""	"HYMAI"	""
"PLAGL1"	"73970|Diabetes Mellitus, 6q24-Related Transient Neonatal|PLAGL1|dmtn"	""	""	"0"	"GeneReviews"	""	"PLAGL1"	""
"SLX4"	"229154|Fanconi Anemia|SLX4|fa"	""	""	"0"	"GeneReviews"	""	"SLX4"	""
"SRCAP"	"319775|Floating-Harbor Syndrome|SRCAP|fhs"	""	""	"0"	"GeneReviews"	""	"SRCAP"	""
"DUX4"	"2640|Facioscapulohumeral Muscular Dystrophy|DUX4|fsh"	""	""	"0"	"GeneReviews"	""	"DUX4"	""
"CCDC8"	"98809|3-M Syndrome|CCDC8|gr_3ms"	""	""	"0"	"GeneReviews"	""	"CCDC8"	""
"CSF1R"	"319758|CSF1R-Related Hereditary Diffuse Leukoencephalopathy with Spheroids|CSF1R|hdls"	""	""	"0"	"GeneReviews"	""	"CSF1R"	""
"UCP2"	"3272|Familial Hyperinsulinism|UCP2|hi"	""	""	"0"	"GeneReviews"	""	"UCP2"	""
"NRTN"	"3084|Hirschsprung Disease|NRTN|hirschsprung-ov"	""	""	"0"	"GeneReviews"	""	"NRTN"	""
